ID,Betweenness
0,0.0
1,0.007905138339920948
2,0.023527197440240916
3,0.09062820966877046
4,0.09976010972387782
5,0.09461110278209833
6,0.12269673829527024
7,0.06836152115655227
8,0.03861400883798776
9,0.007905138339920948
10,0.015097692302190706
11,0.05634916900444851
12,0.06893788883248707
13,0.14442329938989096
14,0.06229893582378056
15,0.07395463535356256
16,0.1031070714041729
17,0.048590459460024625
18,0.06888763410502541
19,0.09283957837270457
20,0.2513761418782122
21,0.08303344361127171
22,0.038898299767864984
23,0.046489742141916056
24,0.0
25,0.01574753748666792
26,0.10216196272096867
27,0.007905138339920948
28,0.06977741822697595
29,0.023527197440240916
30,0.12817246207515368
31,0.01574753748666792
32,0.007905138339920948
33,0.061842134745861414
34,0.09178754146286601
35,0.054018445322793145
36,0.09072087332956898
37,0.08350586611456176
38,0.0
39,0.007905138339920948
40,0.11198945981554677
41,0.09880148902829117
42,0.019057581044688167
43,0.021740636673348884
44,0.061484409310496264
45,0.0590516224056597
46,0.0
47,0.038898299767864984
48,0.03124411820063994
49,0.048972135333419
50,0.04194594321405913
51,0.09915969428721154
52,0.10496267018006149
53,0.01065520630738022
54,0.04372813464428374
55,0.09134826526130874
56,0.08775286135534588
57,0.06261457711203604
58,0.03124411820063994
59,0.14842206855193846
60,0.01574753748666792
61,0.17903088225881386
62,0.07443848422109292
63,0.007905138339920948
64,0.10501614787329061
65,0.07622811970638058
66,0.09787314135140222
67,0.05859167870978523
68,0.03838674109001611
69,0.06904825390850242
70,0.007905138339920948
71,0.007905138339920948
72,0.023527197440240916
73,0.040690113697360045
74,0.10122042668626507
75,0.14319070623418445
76,0.04682914374943355
77,0.023527197440240916
78,0.05476967247153585
79,0.007905138339920948
80,0.038898299767864984
81,0.03124411820063994
82,0.02349622731939687
83,0.04169433913222735
84,0.0886707468417424
85,0.13559555428085432
86,0.061484409310496264
87,0.06888763410502541
88,0.0908980368607697
89,0.04706868547448258
90,0.2157369576036053
91,0.030810856768413653
92,0.020789465691122
93,0.08649578814504459
94,0.0
95,0.054018445322793145
96,0.0
97,0.038898299767864984
98,0.04052320752631314
99,0.13343497218426628
100,0.09766444639633048
101,0.03124411820063994
102,0.046489742141916056
103,0.038898299767864984
104,0.11895351025785808
105,0.20122384203411856
106,0.04672915938443895
107,0.038898299767864984
108,0.054129284564067195
109,0.11066133084766629
110,0.03124411820063994
111,0.023527197440240916
112,0.09072087332956898
113,0.054018445322793145
114,0.17112544402917054
115,0.14396025947409347
116,0.0745960587293167
117,0.05088040266611698
118,0.10496267018006149
119,0.05768772960801952
120,0.11198945981554677
121,0.053022213929422767
122,0.007905138339920948
123,0.05714773685788181
124,0.046489742141916056
125,0.07075368941310967
126,0.03617283294254875
127,0.0
128,0.1386423252177062
129,0.01574753748666792
130,0.12583973422482733
131,0.05116660044196279
132,0.023527197440240916
133,0.12307123039524713
134,0.038898299767864984
135,0.08350586611456176
136,0.054018445322793145
137,0.007905138339920948
138,0.0
139,0.1632136979304303
140,0.10462292228478945
141,0.061990331193229845
142,0.07372429062387642
143,0.034502924750901456
144,0.061484409310496264
145,0.09787314135140222
146,0.061484409310496264
147,0.07622811970638058
148,0.06888763410502541
149,0.09787314135140222
150,0.02443982863237522
151,0.10496267018006149
152,0.1038808185735532
153,0.11537680362732132
154,0.01574753748666792
155,0.09312229063781864
156,0.03124411820063994
157,0.036171001917755234
158,0.046489742141916056
159,0.01574753748666792
160,0.05393095900342282
161,0.1472786795744635
162,0.023527197440240916
163,0.11865806343032026
164,0.04567273842636158
165,0.041147325567615495
166,0.01574753748666792
167,0.01574753748666792
168,0.01564035803166238
169,0.10496267018006149
170,0.0035316937490850533
171,0.03124411820063994
172,0.10738269988928756
173,0.061484409310496264
174,0.10916140354546158
175,0.04082761709573301
176,0.007382311730137817
177,0.02429669862382078
178,0.049568421345195374
179,0.1437574378309365
180,0.08778738035984412
181,0.03124411820063994
182,0.1678211798553412
183,0.04501876947529128
184,0.04680265386787126
185,0.01574753748666792
186,0.04569273032005955
187,0.08657148483753027
188,0.030466314032566586
189,0.07343252847911232
190,0.05023344208126817
191,0.12293896771122455
192,0.0745960587293167
193,0.03717587466175842
194,0.007905138339920948
195,0.23372597272230256
196,0.054018445322793145
197,0.04838422473233315
198,0.12829035834400054
199,0.046489742141916056
200,0.015620518911973838
201,0.04217389561592461
202,0.0
203,0.17894927038301764
204,0.0
205,0.005141999707217099
206,0.05379165060842072
207,0.06544441008726719
208,0.09370577758258916
209,0.0
210,0.04089292062894549
211,0.0
212,0.08531973834768855
213,0.04736351215270851
214,0.08730512373698887
215,0.023527197440240916
216,0.046489742141916056
217,0.033088650479954844
218,0.1562190112067769
219,0.0035003241524980723
220,0.13327119165628484
221,0.017565816401220135
222,0.0
223,0.07675668496061856
224,0.07772819638761665
225,0.04395882566172417
226,0.0
227,0.01574753748666792
228,0.11198945981554677
229,0.0
230,0.1673590011322929
231,0.104551070970702
232,0.1292506346571842
233,0.20401817032957592
234,0.023586408119628522
235,0.12446253424514304
236,0.07139391549329441
237,0.02348893151170583
238,0.06888763410502541
239,0.09881422924901186
240,0.0
241,0.09789971837073293
242,0.048857275306550735
243,0.09286489811852137
244,0.008059372189806964
245,0.007905138339920948
246,0.07634793413778918
247,0.029761904761904753
248,0.046489742141916056
249,0.023527197440240916
250,0.29540417190285395
251,0.08203628765222966
252,0.03346065406106814
253,0.054018445322793145
