ID,Betweenness
0,0.11928041076473961
1,0.007827621488177358
2,0.018815766006777184
3,0.022143373414810433
4,0.0
5,0.04269217050115924
6,0.058348117484723044
7,0.022302948382191434
8,0.0005632057672270564
9,0.3158213104546637
10,0.036889977753372195
11,0.253931176255245
12,0.04130058291796907
13,0.058348117484723044
14,0.01109515361437301
15,0.15037570518055424
16,0.0
17,0.050986079430786674
18,0.044099011573878515
19,0.05125172481766213
20,0.025883529047337442
21,0.2328475683590999
22,0.012095782527479811
23,0.00749063670411985
24,0.2279885106023488
25,0.0020768212666497747
26,0.058348117484723044
27,0.029624623356143166
28,0.006347798334788282
29,0.029624623356143166
30,0.0
31,0.0004928050463236743
32,0.029624623356143166
33,0.00749063670411985
34,0.010616428712230013
35,0.14189969305285685
36,0.021758046802399254
37,0.0
38,0.005775205804774107
39,0.0031929073620380667
40,0.00749063670411985
41,0.014953113119878347
42,0.058348117484723044
43,0.010304788187697698
44,0.006968967362225797
45,0.0
46,0.011658359381600068
47,0.0
48,0.022302948382191434
49,0.05125172481766213
50,0.058348117484723044
51,0.044099011573878515
52,0.0
53,0.014924952831516994
54,0.014924952831516994
55,0.0010618775402926792
56,0.00749063670411985
57,0.029624623356143166
58,0.036889977753372195
59,0.014924952831516994
60,0.0014643349947903465
61,0.01366290257478904
62,0.05103395192100097
63,0.21628486009030065
64,0.03685462094687403
65,0.044099011573878515
66,0.06538818957506125
67,0.022302948382191434
68,0.054182428605846635
69,0.0
70,0.06645663784930488
71,0.003656144105582308
72,0.022302948382191434
73,0.03205767227056401
74,0.0
75,0.18600480602254715
76,0.07022988182065659
77,0.004224043254202923
78,0.04269217050115927
79,0.03700261890681761
80,0.26227804217159645
81,0.09064796823519472
82,0.044099011573878515
83,0.025118977218326715
84,0.1920781197688354
85,0.036889977753372195
86,0.012262632236020763
87,0.000616710315113627
88,0.004505646137816451
89,0.07162850947593712
90,0.38883421099565446
91,0.01640133417188413
92,0.014924952831516994
93,0.000858888795021261
94,0.15382534050481994
95,0.044099011573878515
96,0.027397926776992456
97,0.044099011573878515
98,0.0
99,0.1677833785462408
100,0.022302948382191434
101,0.0
102,0.0
103,0.00749063670411985
104,0.022302948382191434
105,0.0
106,0.05800158949183195
107,0.09560417898679283
108,0.05125172481766213
109,0.00749063670411985
110,0.019894774389156406
111,0.05232869940143748
112,0.003745318352059925
113,0.014924952831516994
114,0.036889977753372195
115,0.044099011573878515
116,0.029624623356143166
117,0.17169992709614237
118,0.015262876291853225
119,0.053327842077102845
120,0.058348117484723044
121,0.0
122,0.07237194108867674
123,0.00749063670411985
124,0.00749063670411985
125,0.08437479466456396
126,0.19825030741648114
127,0.022302948382191434
128,0.16778564701391435
129,0.013562229543897202
130,0.003915453427576432
131,0.02637539541738247
132,0.00874682023410586
133,0.005830587705218108
134,0.1326912787586945
135,0.12721410267241137
136,0.27224944383430516
137,0.0376657936977275
138,0.022302948382191434
139,0.02256296171139456
140,0.05125172481766213
141,0.006411158983601296
142,0.030472717373959308
143,0.0
144,0.23239794242159703
145,0.0
146,0.004385026236001992
147,0.05153332770127566
148,0.08750387203964974
149,0.0
150,0.14547604967474867
151,0.006645828053279266
152,0.018036664695446483
153,0.00749063670411985
154,0.041346186940509774
155,0.02928904658650371
156,0.010156007997521893
157,0.07929937202556954
158,0.022302948382191434
159,0.06538818957506125
160,0.01362957956689476
161,0.15618133974136345
162,0.058348117484723044
163,0.06538818957506125
